Actual_Time_Spent_hrs,Issue_Type,Priority,Severity,Story_Points,Epic_Size,Number_of_Subtasks,Number_of_Linked_Issues,Number_of_Comments,Number_of_Attachments,Number_of_Description_Edits,Complexity,Average_Historical_Hours,Assignee_Experience_yrs,Team_Velocity,Team_Size
8.2,Story,Low,Trivial,8,56,4,1,5,2,4,Medium,4.4,6.5,24,6
38.3,Task,Medium,Major,5,50,4,5,8,0,1,Medium,20.5,5.8,44,11
22.3,Story,Medium,Major,2,23,3,2,9,0,2,Low,14.3,1.1,31,8
17.9,Task,Medium,Major,1,92,3,2,6,0,1,Low,10.7,2.2,28,5
47.9,Bug,High,Major,3,88,1,1,12,3,5,High,5.8,0.6,45,7
12.5,Task,Medium,Blocker,1,51,1,1,10,1,2,High,3,1.5,56,5
25.4,Bug,Low,Blocker,5,95,3,3,5,1,3,Medium,5.6,7.4,28,5
26.6,Bug,Medium,Trivial,5,56,2,0,9,2,5,Low,5.8,0.5,24,7
33.4,Task,Medium,Minor,1,28,3,1,8,2,4,High,17.1,3.4,26,10
5.3,Story,Low,Trivial,8,21,1,2,6,1,4,Medium,3.3,4.8,50,8
12.4,Story,High,Minor,2,93,2,0,6,1,1,Medium,11.7,9.4,56,6
16.1,Story,Medium,Major,3,50,2,0,7,0,4,Very High,13.1,3.6,26,9
33.1,Story,High,Blocker,5,68,2,0,8,1,3,Low,3.5,7.9,24,6
17.4,Bug,Critical,Major,3,99,1,1,4,0,2,Medium,16.7,4.4,36,5
26.6,Bug,Critical,Trivial,3,32,2,1,9,2,5,High,12.1,1.4,30,5
4.9,Bug,Critical,Trivial,1,54,2,0,8,2,3,Low,21.2,1.4,56,11
10.5,Story,Medium,Major,3,68,1,1,8,1,2,Medium,18.4,4.6,55,7
29.3,Bug,Low,Major,5,32,2,2,8,2,3,Very High,11.9,1,46,10
11.5,Story,Medium,Minor,8,90,4,2,12,1,3,Low,5.2,5.9,20,7
13.1,Story,High,Blocker,3,60,3,0,9,0,4,Medium,5.3,5.2,20,5
32.8,Bug,Critical,Blocker,3,63,0,1,7,1,2,High,3.5,7.2,33,6
6.9,Story,High,Minor,5,9,4,2,5,0,5,Medium,4.3,2.3,47,11
8.1,Task,Low,Blocker,8,58,2,3,5,0,7,Medium,13.3,6.1,20,6
4.5,Bug,Critical,Minor,2,48,2,1,4,1,5,Low,10.3,2.2,27,8
33.6,Story,Medium,Major,3,46,2,5,8,0,3,Low,2.6,7.4,45,10
24.1,Story,Low,Minor,5,76,3,1,13,1,4,High,13.7,3.4,55,5
23.7,Story,Medium,Trivial,5,106,0,1,6,0,6,High,18.9,6.3,48,10
10.3,Story,Low,Blocker,1,96,1,1,11,0,2,Medium,19.6,8.9,59,9
4.2,Story,Medium,Minor,5,61,1,0,11,3,3,Medium,2.2,5.1,23,9
3.2,Story,Medium,Major,2,51,1,2,11,1,2,Medium,18.7,2.3,21,6
29.5,Bug,Medium,Minor,3,80,2,1,3,1,3,Medium,13.6,8.9,49,7
18.6,Story,High,Trivial,3,29,1,1,8,1,1,Medium,7,3.9,39,7
20.9,Story,High,Trivial,8,106,1,0,6,1,3,Low,25.7,7.4,49,6
15.6,Bug,High,Minor,3,48,1,2,9,1,4,High,5.5,3.5,37,8
7.4,Story,Medium,Major,2,19,3,2,7,0,1,Medium,0.3,3.3,49,5
10.7,Task,High,Minor,2,112,0,0,10,3,0,High,7.2,6.6,54,9
6.1,Story,Critical,Major,8,109,1,1,6,0,4,Medium,6.1,2,20,6
5.5,Story,Low,Major,2,55,1,3,14,1,3,High,12.8,8.7,22,10
22.9,Task,Medium,Major,3,57,3,1,6,2,2,High,14.5,4.2,42,7
3.5,Story,Medium,Minor,2,38,4,2,7,1,5,Medium,15,0.7,59,5
6.1,Story,Low,Blocker,5,113,1,1,13,1,2,Medium,10.1,3.4,41,9
11.1,Task,High,Minor,3,81,2,0,11,1,3,Medium,10.5,8,34,8
14,Task,High,Minor,3,12,4,3,6,0,4,Medium,24.8,8.7,35,6
4.4,Story,Low,Minor,3,81,2,1,12,3,1,Medium,1.7,5.9,46,5
17.3,Story,High,Minor,8,104,0,2,8,1,2,Medium,15.4,3.3,51,10
15.1,Story,High,Trivial,3,74,0,8,12,0,0,Medium,11.1,5.5,53,9
29.2,Task,Critical,Major,5,106,2,0,8,3,5,Medium,7.2,8.4,31,8
14.1,Story,Medium,Minor,8,100,4,3,12,1,2,Low,9,3.5,37,7
18.4,Bug,Critical,Minor,8,25,0,3,12,1,5,Very High,11.3,4.2,37,5
7.7,Task,Medium,Major,2,112,0,2,8,0,3,Medium,4.6,5.6,23,10
8,Story,Medium,Minor,13,112,0,1,12,1,2,Medium,13.4,8.9,53,6
4.8,Bug,Low,Minor,1,117,2,0,6,2,2,Low,14.4,6,58,9
7.8,Story,Low,Minor,3,11,1,1,3,1,2,Medium,15.2,2.5,38,11
10.6,Story,High,Major,8,94,3,0,6,0,5,Low,21.6,1.3,50,11
27.4,Task,Medium,Trivial,2,83,1,3,9,0,2,Medium,4.3,1.4,50,7
6.9,Bug,Medium,Minor,2,60,3,5,7,0,4,Low,5.8,9.5,39,10
42.6,Task,Low,Major,2,53,2,1,7,1,2,Medium,3.1,8.3,39,10
19.4,Story,High,Major,5,46,1,1,8,2,3,Medium,11.4,7.8,51,7
17,Bug,Low,Major,3,27,2,0,12,2,4,Medium,8,5.2,39,9
13.4,Task,High,Major,5,56,2,0,5,2,1,Low,18.7,6.9,35,9
11.7,Story,Low,Trivial,8,106,1,1,7,2,3,Low,26,1.7,38,9
8.7,Bug,Low,Minor,5,109,3,2,9,2,2,Low,23.7,6.4,50,5
4.3,Story,Medium,Minor,2,83,1,1,6,0,4,Medium,11.5,8.2,32,6
7.1,Task,Medium,Trivial,8,116,1,2,6,1,4,Low,34.6,1.1,39,7
33.5,Bug,Medium,Minor,2,57,1,2,5,3,3,Low,13.2,3.3,31,11
18.7,Bug,Medium,Minor,1,108,0,2,6,0,4,Medium,4.8,1.5,45,8
33.3,Bug,Critical,Major,1,20,2,1,9,1,1,High,4.6,3,54,9
8.5,Bug,High,Major,3,100,2,1,13,0,2,Medium,12.4,7.8,29,11
5.9,Task,Low,Minor,1,41,1,2,7,1,5,Very High,15.4,3.7,31,6
13.3,Story,Medium,Major,1,22,2,1,4,1,2,Medium,4.9,7.1,43,8
7.3,Bug,High,Minor,2,24,0,1,9,0,2,Medium,8.5,7.8,28,5
15.2,Bug,Medium,Minor,2,50,3,3,9,2,2,Medium,1.4,8.3,24,7
3.5,Bug,Low,Major,5,6,2,1,6,2,3,Medium,1.7,8.8,50,6
2.1,Task,High,Trivial,8,91,1,3,6,0,2,Medium,4,6.2,53,11
16.6,Bug,High,Trivial,5,98,3,1,8,2,0,Very High,8.3,3.2,30,6
34.1,Task,Medium,Minor,2,67,1,2,7,1,5,Medium,11.4,1.9,28,7
17.1,Story,Low,Blocker,2,7,2,3,13,1,3,Medium,7.3,5.3,41,7
18.6,Bug,Low,Major,13,50,2,0,8,1,4,High,5.8,1.5,59,10
13.7,Task,High,Trivial,1,107,0,1,4,0,0,High,13.3,9.2,47,11
14.6,Story,Medium,Major,8,115,6,2,13,0,2,Medium,10.3,4.7,35,9
4.1,Story,Medium,Major,2,53,2,2,8,0,2,Low,8.9,8.8,29,11
7.5,Task,Medium,Major,8,5,0,1,9,1,2,Very High,3.6,7.2,53,7
27.3,Bug,Medium,Major,2,109,3,3,7,2,3,Medium,9.3,8.6,34,6
10.4,Bug,Critical,Minor,3,26,1,1,7,2,4,Medium,6.4,8.9,37,9
26.9,Story,High,Minor,5,97,1,4,5,1,3,Very High,2.2,1,50,11
14.3,Bug,High,Major,3,18,2,2,3,1,4,High,13.4,7.4,24,7
14.8,Bug,Low,Major,2,116,2,4,8,0,0,Medium,18.3,2.7,52,8
10.5,Bug,Low,Major,3,96,1,1,9,0,2,Medium,6.1,9.9,48,11
20.3,Bug,Medium,Major,5,89,3,1,8,1,2,High,9.3,7.9,22,8
23.4,Task,Low,Blocker,1,49,0,2,11,4,2,Medium,4.2,0.5,42,7
7.2,Bug,Critical,Blocker,1,100,4,1,12,2,2,Low,4.9,9.3,29,10
4.4,Story,Low,Blocker,3,10,0,2,6,0,3,Very High,8.9,3.3,51,11
2.6,Story,Medium,Major,1,69,4,3,7,0,6,Medium,17.2,4.5,46,6
18,Story,Medium,Blocker,5,25,0,4,9,1,6,High,13.6,6.3,55,9
16.7,Bug,High,Trivial,2,8,0,1,10,1,1,High,9.2,9.2,43,10
49.8,Task,Low,Minor,3,7,1,1,8,0,2,High,6,9.3,39,9
13.7,Bug,Medium,Minor,2,117,2,0,10,1,4,Very High,4.5,5.9,22,9
12.1,Task,Medium,Major,3,34,2,0,8,0,6,Medium,4.8,3.5,24,5
15.5,Task,High,Major,1,35,3,1,5,0,4,High,3.9,3.2,22,7
16.1,Story,Low,Major,1,38,3,1,9,2,4,High,21,4,59,10
11.5,Story,Critical,Trivial,1,87,3,2,13,0,5,Very High,3.4,2.2,25,5
7.4,Story,High,Minor,13,24,0,0,14,2,2,High,9.8,6.9,34,10
13.3,Story,Medium,Major,1,91,1,1,9,2,5,High,26.1,5.5,25,5
12.9,Task,High,Minor,5,58,1,2,4,0,3,Low,6.9,7.8,42,8
12.8,Task,Low,Minor,1,108,1,1,10,0,3,Low,23.7,1.4,49,9
21.6,Bug,Critical,Minor,1,29,1,2,4,1,2,Low,11.6,4.3,58,5
13.1,Story,Medium,Minor,3,19,1,2,9,2,1,Low,16.3,2.8,59,11
4.5,Task,Medium,Major,3,42,3,1,4,0,4,Low,4.2,5.6,40,6
8.3,Task,Medium,Minor,13,27,2,4,9,2,4,Low,9.9,4.9,56,7
11.4,Story,Low,Major,8,56,5,1,3,3,5,Very High,7.3,4.8,41,6
13.5,Story,Critical,Trivial,5,70,1,3,11,0,2,Low,4.4,3.5,21,9
18.3,Bug,Low,Major,5,61,2,3,7,2,4,Medium,8.3,7.4,33,8
13.6,Task,High,Minor,3,61,1,0,4,2,3,High,15.9,5.1,37,6
2.2,Bug,Medium,Major,3,83,0,5,8,1,2,Low,10.9,2.4,34,6
5,Story,Critical,Major,8,56,2,3,6,1,3,Medium,1.8,5.7,56,10
19.1,Bug,Medium,Minor,5,112,1,1,5,1,3,Low,4.7,6.2,21,11
11.2,Bug,Medium,Blocker,3,39,1,1,6,0,1,Low,2.1,0.7,39,5
14.4,Story,Medium,Major,2,78,2,2,5,0,5,Very High,12.9,2.4,29,6
10.2,Task,High,Minor,1,18,2,3,8,1,3,High,25.8,2.8,24,8
8.3,Bug,Low,Minor,8,95,2,1,11,1,2,High,9.9,2.9,51,6
10.5,Story,Low,Blocker,2,18,4,1,9,1,5,High,3.5,2.8,21,6
14.5,Bug,Medium,Major,3,103,1,0,5,0,0,Low,2.1,3.1,24,9
13,Bug,High,Minor,1,37,1,0,9,0,1,High,25.3,3,40,10
23.3,Story,Low,Minor,8,56,3,1,9,0,1,High,4.1,8.9,37,8
3.8,Story,Medium,Major,1,5,3,0,9,2,1,Very High,5.4,3.5,59,6
4.3,Bug,Medium,Major,8,38,2,0,9,1,3,Low,10,3.8,23,9
11.1,Bug,High,Major,1,23,2,1,10,0,3,Medium,4.5,3,51,7
18.4,Bug,Critical,Minor,8,28,1,0,7,1,7,Low,7.4,9.7,55,6
20.9,Bug,Medium,Major,5,110,4,2,11,2,3,Low,13.3,5.6,23,6
8.5,Task,Medium,Minor,2,8,2,3,11,2,3,Medium,11.1,6.3,36,9
0.9,Task,Medium,Minor,3,40,5,2,7,0,5,Low,10.6,7.5,52,10
8.7,Bug,Low,Major,2,81,3,1,11,0,2,Medium,8.5,3.7,41,9
16.8,Story,Medium,Blocker,2,62,3,3,7,2,0,Medium,10.4,9.7,37,11
12.9,Task,High,Minor,8,36,1,1,6,2,2,Low,18.2,1.9,46,9
18.8,Bug,Medium,Minor,3,13,4,4,4,1,3,Low,3.6,4.8,34,6
26.7,Task,Critical,Major,3,107,0,1,7,0,2,Very High,13.4,1.9,44,5
11.6,Task,Medium,Major,2,84,1,1,9,3,5,High,13.6,8,29,5
9.5,Bug,High,Major,3,118,2,2,10,2,5,Medium,3.5,1.5,35,9
6.6,Bug,Medium,Major,8,71,0,3,6,1,0,High,18,5.8,23,5
4.3,Task,Medium,Trivial,3,24,2,0,5,2,2,Low,6.2,1.5,50,7
3.3,Story,Medium,Blocker,13,78,1,1,7,0,4,Low,6.2,4.8,51,5
7.9,Bug,Medium,Major,8,66,2,0,13,0,2,Low,6.1,3.2,43,5
24.5,Bug,Medium,Blocker,1,62,6,1,7,1,3,Medium,27.1,9.1,37,6
20,Story,High,Major,2,26,3,2,12,0,0,Medium,8.7,1,51,10
9.1,Story,Critical,Blocker,8,116,3,2,9,0,5,Low,7.4,6.7,47,5
42.9,Story,Medium,Trivial,3,71,2,2,14,0,4,Low,9.2,7.1,30,9
8.4,Task,Low,Minor,1,79,3,4,9,0,1,High,8.3,8.9,27,11
28.2,Bug,Medium,Blocker,2,93,2,1,5,0,5,Medium,7.8,8.8,20,6
32.2,Story,Medium,Minor,3,110,1,2,6,1,3,Very High,6.6,9.8,21,11
17.5,Story,Low,Trivial,5,52,4,0,5,2,3,Low,23.4,2.9,40,5
7.9,Story,High,Major,1,12,4,1,4,0,4,Medium,8,3.1,38,11
10,Bug,Critical,Major,1,77,5,3,10,2,3,High,5.2,4.3,49,7
14.7,Task,Critical,Minor,8,19,0,3,6,1,4,High,21.2,5.6,59,6
4.4,Task,Low,Blocker,5,36,1,0,12,1,3,Medium,13.9,4,44,10
6.2,Story,High,Major,3,57,0,2,4,0,4,Low,17.5,7.5,28,6
5.8,Story,High,Major,5,71,1,1,6,2,2,Low,5.1,0.6,47,6
18.3,Bug,Medium,Major,3,8,1,1,8,0,4,Medium,9.3,0.7,56,5
26.5,Story,Medium,Minor,5,34,1,4,12,2,4,Medium,17.6,7.3,51,10
20.4,Story,High,Minor,3,17,0,0,9,3,3,Medium,23.8,8.9,30,9
23.9,Story,Medium,Minor,2,112,3,0,5,1,4,Low,10.2,7.9,40,8
7.4,Task,Medium,Major,5,25,2,0,6,1,2,Medium,10.5,1.6,43,10
10.4,Story,Medium,Major,3,45,0,1,8,1,4,Medium,13.1,9.4,20,8
10.9,Story,Medium,Major,13,114,1,3,7,0,0,High,22,5.5,35,8
17.5,Task,Low,Major,2,23,2,1,5,3,4,High,12.2,7.6,43,5
8.1,Bug,Critical,Major,8,107,7,2,9,1,4,Medium,27,2.4,29,7
23,Story,High,Major,8,52,5,1,8,1,4,Medium,12.9,5.7,51,6
31.7,Bug,High,Minor,2,90,3,0,11,0,3,Low,10.9,3.6,47,6
18,Story,Low,Trivial,5,67,0,3,6,2,3,Medium,9.5,9.8,52,11
10,Task,High,Blocker,3,24,1,2,12,0,5,Low,9.6,5,57,10
6.9,Story,Low,Trivial,8,68,2,2,8,1,1,High,19.7,7.7,41,9
5.8,Task,Low,Minor,3,41,1,1,8,0,2,Medium,7.7,6.2,20,11
2.2,Story,Medium,Major,5,35,1,0,5,1,6,Medium,4.5,1.4,54,10
11.1,Bug,Medium,Minor,3,78,1,2,11,1,10,Medium,6.5,5.7,31,6
10.7,Task,Medium,Blocker,2,22,5,2,8,0,3,Low,18.6,5.6,44,9
22.2,Bug,Low,Minor,2,111,2,2,4,3,4,Medium,5.1,7.3,47,10
8.5,Bug,Medium,Trivial,3,107,1,1,7,1,4,Very High,15.9,3.6,36,5
11.6,Story,Low,Minor,5,114,3,2,7,0,2,Medium,6.5,8.7,35,8
15.7,Bug,Critical,Major,5,24,5,2,5,0,3,Medium,4.1,6.4,51,10
17.8,Bug,Medium,Minor,5,86,1,1,6,0,3,Medium,7.3,0.9,23,11
20.6,Story,High,Major,2,15,3,3,9,1,1,Medium,18.2,7.2,30,9
14.7,Story,Medium,Blocker,3,90,1,4,8,2,3,Medium,25.8,9.1,39,9
4.6,Story,Low,Blocker,1,48,3,0,6,1,5,Low,7.5,7,45,6
16.9,Task,Critical,Minor,8,86,5,4,8,4,2,Medium,16.7,4.1,26,5
8.1,Story,Medium,Minor,13,68,2,1,9,0,1,High,6,6.1,50,8
27.3,Task,Medium,Major,3,38,1,4,5,1,4,Very High,0.8,2.1,26,5
13.2,Bug,High,Blocker,1,91,0,2,9,2,3,Low,7.1,6.2,23,8
15.2,Story,Low,Blocker,2,69,1,5,15,0,3,Low,20,5.3,27,7
52.2,Task,High,Minor,5,59,3,2,6,0,0,High,2.9,0.7,33,5
20.9,Story,Medium,Major,5,78,4,0,7,1,2,Medium,5.2,3.6,41,7
16.7,Story,Medium,Minor,5,5,1,2,7,2,0,Very High,19.4,2.3,42,8
11.8,Story,Low,Trivial,2,42,5,3,11,1,1,Medium,12,4.2,44,9
4.9,Bug,Low,Trivial,5,107,2,2,7,2,2,Medium,10.8,2.8,55,7
11.2,Story,High,Minor,5,117,3,1,9,1,3,Medium,3.6,8.4,45,11
6.8,Story,High,Minor,2,13,1,1,6,1,7,Low,5.8,7.1,43,11
34,Task,Medium,Trivial,3,99,3,3,12,2,1,Medium,9.5,7.5,37,8
16.8,Bug,Low,Major,1,75,1,2,14,1,3,Low,13.6,3.9,40,8
26.7,Task,High,Minor,3,21,5,3,9,1,5,Medium,35.1,0.5,24,11
8.3,Task,Medium,Major,8,103,4,5,6,2,1,High,12.6,2.6,34,7
7.2,Bug,Medium,Minor,3,116,2,1,7,0,3,Medium,11.1,7.7,50,10
19.6,Bug,Medium,Minor,8,105,3,1,6,1,3,Low,12.6,6.2,45,5
6.6,Task,Medium,Minor,3,56,1,3,7,2,1,Very High,2.6,5.6,23,10
9.5,Task,High,Minor,2,22,2,2,9,2,0,Low,15,3.2,23,9
35,Story,Critical,Major,3,67,1,2,6,0,3,Medium,2.4,1.2,38,8
9.8,Bug,Low,Minor,3,37,5,2,6,1,1,High,22.8,8,45,5
4.1,Story,Medium,Major,3,8,1,1,5,3,2,Low,4.6,0.9,52,8
2.8,Story,Medium,Minor,1,91,2,5,5,2,5,High,3.7,1.1,23,8
3.6,Bug,Medium,Major,3,79,0,0,6,0,3,Medium,3.4,3.3,57,11
27.6,Story,Medium,Major,1,56,1,2,12,2,2,Medium,10.8,5.9,43,8
8.7,Bug,High,Trivial,1,13,0,2,4,2,6,High,9,9.9,50,5
51.2,Bug,Medium,Minor,3,68,3,1,9,1,2,Medium,13.6,1.4,53,6
31.9,Story,Medium,Trivial,2,34,0,0,6,0,2,Medium,8.8,5,53,9
40,Story,Medium,Major,8,12,4,0,5,3,4,Medium,9.6,6.2,21,9
24.3,Bug,Low,Minor,3,108,1,1,11,1,2,Low,2.7,8.3,27,6
19,Story,Low,Major,5,9,2,1,6,0,6,Medium,14.4,7.1,40,8
7,Bug,High,Major,3,80,2,3,1,0,5,Low,13.7,8.2,31,6
13,Bug,Low,Blocker,5,67,2,2,9,1,4,Low,16.2,5.5,55,10
20.2,Bug,High,Major,2,5,1,2,8,3,2,Low,9.5,4.6,20,7
23.4,Task,Medium,Major,8,19,2,1,9,0,4,Low,11.2,6.4,58,7
5.3,Story,Medium,Minor,3,93,0,1,9,1,1,Low,14.5,9.1,35,5
11.4,Story,Medium,Blocker,8,86,5,3,10,0,4,Low,14.9,5.7,25,5
12.3,Story,Medium,Major,3,42,4,2,7,1,3,Medium,13.9,6.3,52,7
12,Task,Low,Minor,1,46,4,0,7,0,4,Low,16.8,3.7,32,10
5.9,Bug,Medium,Major,5,50,1,2,9,0,6,Medium,19.3,6.2,28,10
37.2,Story,High,Minor,1,57,1,2,7,0,6,Medium,7.9,6.5,54,6
11.1,Story,High,Major,3,30,3,3,10,1,4,High,9.8,7.7,47,11
6.2,Story,Medium,Major,2,65,1,1,11,2,2,Medium,14.5,5.9,53,10
37.8,Bug,Medium,Minor,5,108,3,2,8,0,1,Very High,5.4,2.4,51,5
31.9,Story,Low,Major,13,71,0,1,9,0,3,Medium,4.6,6,20,11
14.3,Bug,Medium,Minor,3,58,1,2,9,3,1,Low,4.7,3.3,58,6
9.3,Story,Low,Minor,8,26,3,3,6,0,2,Medium,5.8,1.3,44,5
3.4,Story,High,Minor,3,30,2,2,9,0,2,Medium,6.8,8.3,29,9
18.1,Bug,Medium,Major,3,87,3,1,10,1,1,Medium,13.4,1.1,21,6
8.8,Task,Medium,Minor,8,112,2,1,9,0,2,Medium,9.6,6.5,23,7
12.8,Bug,Medium,Trivial,8,112,1,1,12,3,2,Medium,28.8,9.9,44,7
35.8,Task,Low,Major,5,115,2,2,15,1,2,Low,5.1,1.3,35,10
8.4,Story,High,Minor,2,64,1,2,11,0,5,Very High,36,2.6,59,11
17.6,Bug,Low,Trivial,3,43,1,4,8,0,2,Medium,15.4,7.7,24,5
21,Bug,Low,Minor,2,40,3,3,5,0,4,Medium,4.7,1.4,42,6
27.1,Task,High,Minor,3,25,6,3,7,1,2,Very High,2,8.4,39,8
12.1,Bug,Medium,Minor,3,45,1,2,6,2,1,High,4.3,0.5,22,11
11.3,Bug,High,Trivial,8,52,2,2,8,1,1,Medium,2,9,20,7
11.1,Bug,Medium,Blocker,8,30,5,1,8,2,2,High,9.6,1.1,44,7
16.5,Story,Medium,Major,3,67,2,1,9,0,5,Medium,14.1,9.3,35,6
31.1,Story,High,Minor,1,81,0,0,8,1,3,Medium,8.3,8.7,24,6
10.7,Bug,Low,Minor,8,40,4,0,8,2,3,High,6.1,5.6,55,5
1.2,Bug,Medium,Minor,2,28,1,3,5,1,4,Low,4.6,7.9,25,10
22.5,Bug,Medium,Major,5,109,1,0,7,0,3,Medium,21.4,1.2,31,10
13.6,Bug,Medium,Trivial,1,94,0,3,8,2,0,Medium,6.9,1.8,42,8
18.1,Story,High,Minor,3,25,1,2,10,3,2,High,19.4,4,57,11
3.5,Story,High,Blocker,13,22,3,3,11,2,3,Low,2.2,5.6,24,7
8.9,Bug,Critical,Minor,1,19,3,3,3,2,1,Medium,26.1,8.7,21,6
21.4,Story,High,Minor,3,83,2,2,7,1,2,Medium,11.2,5.7,22,7
4.8,Story,Medium,Blocker,2,10,0,0,16,3,3,Low,6.2,6.8,26,11
17.6,Task,Medium,Major,8,47,2,2,7,0,4,Very High,4.9,7,45,8
12.7,Task,Medium,Minor,8,35,1,1,8,1,4,Low,11.7,8.8,31,10
7.5,Task,Medium,Major,2,32,3,1,16,0,3,Medium,9.9,7.9,20,10
7.1,Bug,Medium,Trivial,1,12,0,1,8,0,1,Low,6.8,9.8,20,11
5.9,Bug,Critical,Major,5,33,1,1,9,1,3,Medium,2.1,0.7,52,9
13.6,Bug,Medium,Minor,2,25,3,0,8,2,0,High,9.3,2.5,58,9
14.6,Bug,Medium,Major,5,85,4,2,10,1,3,High,41,9.3,28,8
10,Story,Medium,Blocker,1,117,0,0,9,1,2,Medium,9.6,8,20,6
5.6,Task,High,Blocker,1,92,2,1,12,2,4,Medium,3.2,3,34,9
17.2,Task,High,Blocker,5,62,1,2,7,0,4,Medium,3,9.8,44,11
22.7,Task,High,Major,2,64,1,3,10,0,3,Medium,2.4,8.8,55,11
19.3,Story,Medium,Minor,8,54,2,3,9,3,1,High,15.1,1.1,29,6
41,Story,High,Minor,1,104,1,0,7,1,5,High,23.5,8.2,50,5
11.5,Bug,Low,Major,2,35,4,1,7,1,2,Low,3.8,8,39,7
29.3,Bug,High,Blocker,13,51,3,1,8,0,2,Low,4.9,2.6,24,11
8.1,Story,Medium,Minor,3,38,3,0,2,1,2,High,20.9,6.9,47,5
7.1,Bug,Medium,Blocker,5,6,3,2,9,1,2,Medium,13.7,9.7,53,11
14.1,Story,Medium,Major,2,110,4,0,6,0,1,Medium,2.5,6.9,58,11
33.3,Bug,High,Blocker,5,71,1,0,6,1,3,Medium,14.3,8.2,57,9
10.6,Story,Low,Blocker,5,98,3,0,11,0,1,Medium,14.1,1.4,35,9
3.5,Task,High,Minor,2,76,3,2,5,0,7,Medium,29.8,7.4,34,6
22.5,Bug,Medium,Trivial,8,56,3,1,8,7,5,Medium,8.1,2.4,58,9
12.3,Task,Medium,Trivial,5,11,4,2,6,3,1,Medium,6.9,1.2,45,6
15.8,Bug,Low,Minor,3,80,1,1,12,1,1,Low,2.8,5.7,49,8
7.4,Story,Medium,Major,3,23,1,3,7,2,4,High,9.8,7.6,21,9
14,Story,Medium,Major,3,94,0,3,5,1,2,High,6.5,5.7,22,8
4,Story,Medium,Blocker,2,96,6,1,8,0,2,Medium,13.2,9.4,38,8
37.6,Task,High,Major,3,19,0,1,8,0,3,Medium,14.4,7.1,43,10
25.1,Bug,Medium,Trivial,2,82,1,3,6,0,1,Low,10.2,1.6,22,7
13.6,Story,Critical,Minor,3,52,3,0,12,0,9,Low,24.3,9.4,59,10
22.1,Story,Medium,Trivial,5,18,1,1,5,2,4,Low,6.4,2,24,6
8.1,Task,High,Minor,3,7,2,0,8,2,2,Low,6,7.7,51,8
24.4,Bug,Low,Major,8,54,1,1,9,1,4,High,20.6,1.9,50,7
10.3,Task,Medium,Trivial,2,97,1,4,7,1,4,Very High,12.2,10,31,9
9.8,Story,Medium,Minor,3,58,2,2,10,1,7,Low,8.3,3.7,55,9
6.3,Bug,Medium,Minor,5,10,2,2,7,1,1,Low,22.1,5.2,55,8
17.1,Story,High,Major,3,53,2,3,12,1,2,High,8.3,4.9,50,10
13.2,Bug,Low,Minor,3,27,2,1,5,0,7,Medium,6,1.5,52,9
29.9,Story,Low,Minor,1,96,2,2,10,0,3,Medium,7.4,5.2,26,6
5.7,Task,High,Minor,3,82,2,0,4,0,3,Very High,8.2,1.9,45,11
17.2,Story,Medium,Blocker,2,82,4,2,10,1,6,Medium,4.6,8.1,45,9
26.6,Story,High,Minor,13,24,1,3,6,2,0,Medium,8.6,9.6,39,5
14.8,Story,Medium,Major,2,81,1,0,10,0,7,Medium,9.8,8.2,53,9
10.1,Bug,High,Major,8,95,2,3,6,2,4,Low,15.5,4.6,52,8
14.5,Bug,Low,Major,5,64,2,1,7,2,3,Medium,20.4,0.5,38,7
28.5,Story,Low,Blocker,2,103,3,5,7,1,2,Low,20.6,0.8,36,6
28.4,Bug,Medium,Minor,3,49,2,2,8,0,1,Medium,9.6,5.2,56,6
12,Bug,Critical,Minor,8,65,1,2,8,1,5,Low,5.5,7,25,7
28.1,Story,Medium,Trivial,8,60,3,5,7,1,4,Medium,4.4,8.3,41,6
12.8,Bug,Medium,Major,2,6,5,2,11,0,7,Medium,5.5,6.2,57,10
21.9,Bug,High,Minor,2,109,2,2,7,1,1,Low,2.7,9.8,36,8
18.5,Story,Critical,Minor,2,49,3,0,10,1,3,Low,5.2,5.2,39,8
9.8,Bug,High,Major,1,44,1,0,9,1,4,High,43.8,6.2,45,7
6.4,Task,Critical,Major,3,116,4,2,15,1,3,Medium,22.3,2.7,47,8
27,Task,Low,Trivial,8,28,3,2,12,2,5,High,10.7,3.7,27,5
31.6,Story,Low,Major,3,33,2,2,5,1,1,High,7.6,7,26,8
16.9,Bug,High,Major,5,71,3,2,7,0,3,Low,12.9,6.2,26,6
12.8,Task,High,Minor,5,113,2,3,7,1,2,Medium,4.3,4,48,7
5.1,Task,Medium,Minor,3,72,1,0,7,0,2,High,8.1,1.6,22,10
26.6,Task,Medium,Major,1,118,1,2,7,0,4,Medium,2,3.8,35,5
15.7,Bug,High,Major,5,70,3,2,6,2,8,High,12.9,0.9,32,8
10.8,Story,Low,Minor,8,88,4,0,8,1,2,Medium,21,6,37,5
22.3,Task,Medium,Minor,5,58,5,2,7,0,5,Medium,5.5,3.6,32,9
4.4,Story,Medium,Major,1,57,3,2,10,1,3,High,3.8,4.1,50,9
6,Story,Medium,Blocker,2,83,2,2,10,0,3,Low,5.6,6,22,5
7.9,Story,High,Major,1,53,0,2,6,1,3,Medium,0.6,6,49,9
